datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_7d;internacoes_7d_l;internacoes_7v7
17/02/2021;DRS 03 Araraquara;137,43;161,43;85,13;991435;16,28;374;379;-1,32
17/02/2021;DRS 04 Baixada Santista;155;398,43;38,9;1831884;21,75;236;265;-10,94
17/02/2021;DRS 05 Barretos;76,71;95,14;80,63;425090;22,38;156;183;-14,75
17/02/2021;DRS 06 Bauru;251,57;268,43;93,72;1741281;15,42;491;544;-9,74
17/02/2021;DRS 07 Campinas;521,43;756;68,97;4562125;16,57;755;699;8,01
17/02/2021;DRS 08 Franca;96,57;124,14;77,79;696336;17,83;148;149;-0,67
17/02/2021;DRS 09 Marília;148;199;74,37;1109670;17,93;271;301;-9,97
17/02/2021;DRS 10 Piracicaba;194,71;307,71;63,28;1539600;19,99;420;453;-7,28
17/02/2021;DRS 11 Presidente Prudente;89,14;106,71;83,53;752260;14,19;195;189;3,17
17/02/2021;DRS 12 Registro;25;49;51,02;278754;17,58;46;60;-23,33
17/02/2021;DRS 13 Ribeirão Preto;204;284;71,83;1477530;19,22;389;411;-5,35
17/02/2021;DRS 14 São João da Boa Vista;89,71;134,14;66,88;809836;16,56;178;217;-17,97
17/02/2021;DRS 15 São José do Rio Preto;274;398,43;68,77;1570421;25,37;488;484;0,83
17/02/2021;DRS 16 Sorocaba;228;322,14;70,78;2461760;13,09;439;414;6,04
17/02/2021;DRS 17 Taubaté;297,86;503,14;59,2;2489629;20,21;578;640;-9,69
17/02/2021;Estado de São Paulo;5993,43;9008,57;66,53;44639899;20,18;10184;10326;-1,38
18/02/2021;DRS 01 Grande São Paulo;3167;4794,43;66,06;21138247;22,68;5067;4788;5,83
18/02/2021;DRS 02 Araçatuba;65,14;116,71;55,81;764041;15,28;111;125;-11,2
18/02/2021;DRS 03 Araraquara;137,86;162,71;84,73;991435;16,41;397;385;3,12
18/02/2021;DRS 04 Baixada Santista;154,29;398,57;38,71;1831884;21,76;238;268;-11,19
18/02/2021;DRS 05 Barretos;78,14;96,14;81,28;425090;22,62;164;171;-4,09
18/02/2021;DRS 06 Bauru;248,14;266,29;93,18;1741281;15,29;524;515;1,75
18/02/2021;DRS 07 Campinas;519,86;755,71;68,79;4562125;16,56;754;716;5,31
18/02/2021;DRS 08 Franca;95,57;125,43;76,19;696336;18,01;144;147;-2,04
18/02/2021;DRS 09 Marília;148,29;199,43;74,36;1109670;17,97;280;298;-6,04
18/02/2021;DRS 10 Piracicaba;197,71;308,71;64,04;1539600;20,05;416;464;-10,34
18/02/2021;DRS 11 Presidente Prudente;90,57;107,43;84,31;752260;14,28;196;193;1,55
18/02/2021;DRS 12 Registro;25,86;49;52,78;278754;17,58;57;54;5,56
18/02/2021;DRS 13 Ribeirão Preto;203,57;284,86;71,46;1477530;19,28;366;419;-12,65
18/02/2021;DRS 14 São João da Boa Vista;90,86;134,71;67,45;809836;16,63;180;212;-15,09
18/02/2021;DRS 15 São José do Rio Preto;273,71;398,29;68,72;1570421;25,36;489;498;-1,81
18/02/2021;DRS 16 Sorocaba;228,57;321,71;71,05;2461760;13,07;425;421;0,95
18/02/2021;DRS 17 Taubaté;293,71;497,86;58,99;2489629;20;560;632;-11,39
18/02/2021;Estado de São Paulo;6018,86;9018;66,74;44639899;20,2;10368;10306;0,6
19/02/2021;DRS 01 Grande São Paulo;3205,29;4793,29;66,87;21138247;22,68;5202;4745;9,63
19/02/2021;DRS 02 Araçatuba;64,86;118,14;54,9;764041;15,46;113;121;-6,61
19/02/2021;DRS 03 Araraquara;139,71;164,14;85,12;991435;16,56;418;384;8,85
19/02/2021;DRS 04 Baixada Santista;153,71;398,71;38,55;1831884;21,77;237;259;-8,49
19/02/2021;DRS 05 Barretos;79,57;97,14;81,91;425090;22,85;160;171;-6,43
19/02/2021;DRS 06 Bauru;245;264,57;92,6;1741281;15,19;527;516;2,13
19/02/2021;DRS 07 Campinas;525;756,43;69,4;4562125;16,58;790;712;10,96
19/02/2021;DRS 08 Franca;95,43;126,57;75,4;696336;18,18;142;145;-2,07
19/02/2021;DRS 09 Marília;150,14;199,43;75,28;1109670;17,97;284;305;-6,89
19/02/2021;DRS 10 Piracicaba;198,86;309,71;64,21;1539600;20,12;426;451;-5,54
19/02/2021;DRS 11 Presidente Prudente;91,57;107,29;85,35;752260;14,26;206;190;8,42
19/02/2021;DRS 12 Registro;27,14;49;55,39;278754;17,58;56;53;5,66
19/02/2021;DRS 13 Ribeirão Preto;204,71;285,57;71,68;1477530;19,33;368;410;-10,24
19/02/2021;DRS 14 São João da Boa Vista;90,57;135;67,09;809836;16,67;192;213;-9,86
19/02/2021;DRS 15 São José do Rio Preto;273,71;398,14;68,75;1570421;25,35;492;492;0
19/02/2021;DRS 16 Sorocaba;230,43;322;71,56;2461760;13,08;430;413;4,12
19/02/2021;DRS 17 Taubaté;292;492,43;59,3;2489629;19,78;542;618;-12,3
19/02/2021;Estado de São Paulo;6067,71;9017,57;67,29;44639899;20,2;10585;10198;3,79
20/02/2021;DRS 01 Grande São Paulo;3243;4818,71;67,3;21138247;22,8;5345;4782;11,77
20/02/2021;DRS 02 Araçatuba;64,71;119,57;54,12;764041;15,65;114;120;-5
20/02/2021;DRS 03 Araraquara;141,14;163,57;86,29;991435;16,5;424;373;13,67
20/02/2021;DRS 04 Baixada Santista;153,29;399;38,42;1831884;21,78;233;263;-11,41
20/02/2021;DRS 05 Barretos;80,43;98,14;81,95;425090;23,09;148;170;-12,94
20/02/2021;DRS 06 Bauru;244;264,43;92,27;1741281;15,19;542;501;8,18
20/02/2021;DRS 07 Campinas;528;755,71;69,87;4562125;16,56;797;714;11,62
20/02/2021;DRS 08 Franca;93,71;127;73,79;696336;18,24;135;149;-9,4
20/02/2021;DRS 09 Marília;152,43;200;76,22;1109670;18,02;293;287;2,09
20/02/2021;DRS 10 Piracicaba;200,57;312,86;64,11;1539600;20,32;435;453;-3,97
20/02/2021;DRS 11 Presidente Prudente;93,14;107,14;86,93;752260;14,24;209;195;7,18
20/02/2021;DRS 12 Registro;28,29;49;57,73;278754;17,58;60;52;15,38
20/02/2021;DRS 13 Ribeirão Preto;205;286,43;71,57;1477530;19,39;386;404;-4,46
20/02/2021;DRS 14 São João da Boa Vista;91,71;135;67,93;809836;16,67;193;205;-5,85
20/02/2021;DRS 15 São José do Rio Preto;274,43;398,14;68,93;1570421;25,35;493;491;0,41
20/02/2021;DRS 16 Sorocaba;229,71;322,29;71,27;2461760;13,09;437;418;4,55
20/02/2021;DRS 17 Taubaté;290,43;491;59,15;2489629;19,72;542;574;-5,57
20/02/2021;Estado de São Paulo;6114;9048;67,57;44639899;20,27;10786;10151;6,26
21/02/2021;DRS 01 Grande São Paulo;3278,14;4839,86;67,73;21138247;22,9;5490;4826;13,76
21/02/2021;DRS 02 Araçatuba;65,71;120;54,76;764041;15,71;123;112;9,82
21/02/2021;DRS 03 Araraquara;143,57;165,29;86,86;991435;16,67;419;376;11,44
21/02/2021;DRS 04 Baixada Santista;154,29;397,29;38,84;1831884;21,69;235;238;-1,26
21/02/2021;DRS 05 Barretos;80,71;99,14;81,41;425090;23,32;149;169;-11,83
21/02/2021;DRS 06 Bauru;242,86;263,43;92,19;1741281;15,13;551;480;14,79
21/02/2021;DRS 07 Campinas;534,29;755,57;70,71;4562125;16,56;836;698;19,77
21/02/2021;DRS 08 Franca;91,29;128,14;71,24;696336;18,4;125;160;-21,88
21/02/2021;DRS 09 Marília;154,71;201,43;76,81;1109670;18,15;315;272;15,81
21/02/2021;DRS 10 Piracicaba;200,43;316;63,43;1539600;20,52;438;448;-2,23
21/02/2021;DRS 11 Presidente Prudente;93,71;107,14;87,46;752260;14,24;220;183;20,22
21/02/2021;DRS 12 Registro;29,14;49;59,47;278754;17,58;64;51;25,49
21/02/2021;DRS 13 Ribeirão Preto;207,71;287,43;72,26;1477530;19,45;376;397;-5,29
21/02/2021;DRS 14 São João da Boa Vista;92,29;135,71;68,01;809836;16,76;194;197;-1,52
21/02/2021;DRS 15 São José do Rio Preto;275,29;398,29;69,12;1570421;25,36;495;490;1,02
21/02/2021;DRS 16 Sorocaba;230;322,29;71,36;2461760;13,09;445;427;4,22
21/02/2021;DRS 17 Taubaté;289,86;490,71;59,07;2489629;19,71;532;582;-8,59
21/02/2021;Estado de São Paulo;6164;9076,71;67,91;44639899;20,33;11007;10106;8,92
22/02/2021;DRS 01 Grande São Paulo;3321;4831,29;68,74;21138247;22,86;5569;4901;13,63
22/02/2021;DRS 02 Araçatuba;67,86;120,29;56,41;764041;15,74;120;121;-0,83
22/02/2021;DRS 03 Araraquara;144,71;166;87,17;991435;16,74;409;394;3,81
22/02/2021;DRS 04 Baixada Santista;157,71;395,29;39,9;1831884;21,58;251;225;11,56
22/02/2021;DRS 05 Barretos;80,43;99,57;80,78;425090;23,42;149;165;-9,7
22/02/2021;DRS 06 Bauru;241,14;263,71;91,44;1741281;15,14;563;484;16,32
22/02/2021;DRS 07 Campinas;538,29;756,14;71,19;4562125;16,57;872;721;20,94
22/02/2021;DRS 08 Franca;90;128,86;69,84;696336;18,51;127;164;-22,56
22/02/2021;DRS 09 Marília;157,29;202,71;77,59;1109670;18,27;329;275;19,64
22/02/2021;DRS 10 Piracicaba;202,29;320,57;63,1;1539600;20,82;443;442;0,23
22/02/2021;DRS 11 Presidente Prudente;95,14;107,57;88,44;752260;14,3;239;179;33,52
22/02/2021;DRS 12 Registro;29,29;49;59,78;278754;17,58;68;51;33,33
22/02/2021;DRS 13 Ribeirão Preto;211,43;287,57;73,52;1477530;19,46;384;393;-2,29
22/02/2021;DRS 14 São João da Boa Vista;92;136,14;67,58;809836;16,81;210;191;9,95
22/02/2021;DRS 15 São José do Rio Preto;277,29;398,71;69,55;1570421;25,39;485;487;-0,41
22/02/2021;DRS 16 Sorocaba;228,57;322,43;70,89;2461760;13,1;446;422;5,69
22/02/2021;DRS 17 Taubaté;288,86;490,14;58,93;2489629;19,69;534;564;-5,32
22/02/2021;Estado de São Paulo;6223,29;9076;68,57;44639899;20,33;11198;10179;10,01
23/02/2021;DRS 01 Grande São Paulo;3356,57;4843,43;69,3;21138247;22,91;5802;4811;20,6
23/02/2021;DRS 02 Araçatuba;69;120,43;57,29;764041;15,76;136;122;11,48
23/02/2021;DRS 03 Araraquara;147;166,43;88,33;991435;16,79;403;396;1,77
23/02/2021;DRS 04 Baixada Santista;161,86;394,57;41,02;1831884;21,54;257;225;14,22
23/02/2021;DRS 05 Barretos;79,43;100,71;78,87;425090;23,69;140;160;-12,5
23/02/2021;DRS 06 Bauru;240;263,14;91,21;1741281;15,11;570;483;18,01
23/02/2021;DRS 07 Campinas;542,86;757,57;71,66;4562125;16,61;887;734;20,84
23/02/2021;DRS 08 Franca;88,86;129,57;68,58;696336;18,61;129;154;-16,23
23/02/2021;DRS 09 Marília;160;203,86;78,49;1109670;18,37;339;270;25,56
23/02/2021;DRS 10 Piracicaba;202,86;323,29;62,75;1539600;21;453;437;3,66
23/02/2021;DRS 11 Presidente Prudente;96,57;108,43;89,06;752260;14,41;239;188;27,13
23/02/2021;DRS 12 Registro;29,29;49;59,78;278754;17,58;68;48;41,67
23/02/2021;DRS 13 Ribeirão Preto;213,86;287;74,52;1477530;19,42;389;401;-2,99
23/02/2021;DRS 14 São João da Boa Vista;91,86;136,14;67,47;809836;16,81;211;193;9,33
23/02/2021;DRS 15 São José do Rio Preto;280;398,71;70,23;1570421;25,39;490;489;0,2
23/02/2021;DRS 16 Sorocaba;229,57;321,14;71,49;2461760;13,05;458;441;3,85
23/02/2021;DRS 17 Taubaté;290;491;59,06;2489629;19,72;537;563;-4,62
23/02/2021;Estado de São Paulo;6279,57;9094,43;69,05;44639899;20,37;11508;10115;13,77
24/02/2021;DRS 01 Grande São Paulo;3407;4862,29;70,07;21138247;23;6010;4905;22,53
24/02/2021;DRS 02 Araçatuba;71,14;121,86;58,38;764041;15,95;151;115;31,3
24/02/2021;DRS 03 Araraquara;149,71;166,14;90,11;991435;16,76;431;374;15,24
24/02/2021;DRS 04 Baixada Santista;166,43;394;42,24;1831884;21,51;292;236;23,73
24/02/2021;DRS 05 Barretos;79,57;101,43;78,45;425090;23,86;157;156;0,64
24/02/2021;DRS 06 Bauru;240,57;262,29;91,72;1741281;15,06;578;491;17,72
24/02/2021;DRS 07 Campinas;551,71;761,86;72,42;4562125;16,7;891;755;18,01
24/02/2021;DRS 08 Franca;87,71;130,29;67,32;696336;18,71;130;148;-12,16
24/02/2021;DRS 09 Marília;162,14;205,14;79,04;1109670;18,49;338;271;24,72
24/02/2021;DRS 10 Piracicaba;204,14;327;62,43;1539600;21,24;460;420;9,52
24/02/2021;DRS 11 Presidente Prudente;98,29;109;90,17;752260;14,49;256;195;31,28
24/02/2021;DRS 12 Registro;29,14;49;59,47;278754;17,58;65;46;41,3
24/02/2021;DRS 13 Ribeirão Preto;218,29;287,57;75,91;1477530;19,46;414;389;6,43
24/02/2021;DRS 14 São João da Boa Vista;91,86;136,14;67,47;809836;16,81;219;178;23,03
24/02/2021;DRS 15 São José do Rio Preto;281,57;398,71;70,62;1570421;25,39;523;488;7,17
24/02/2021;DRS 16 Sorocaba;231,86;321,14;72,2;2461760;13,05;477;439;8,66
24/02/2021;DRS 17 Taubaté;290,43;492,14;59,01;2489629;19,77;534;578;-7,61
24/02/2021;Estado de São Paulo;6361,57;9126;69,71;44639899;20,44;11926;10184;17,11
25/02/2021;DRS 01 Grande São Paulo;3454,43;4876,43;70,84;21138247;23,07;6127;5067;20,92
25/02/2021;DRS 02 Araçatuba;73,86;122;60,54;764041;15,97;162;111;45,95
25/02/2021;DRS 03 Araraquara;151,14;167,29;90,35;991435;16,87;403;397;1,51
25/02/2021;DRS 04 Baixada Santista;170,14;394;43,18;1831884;21,51;300;238;26,05
25/02/2021;DRS 05 Barretos;80,57;102,14;78,88;425090;24,03;161;164;-1,83
25/02/2021;DRS 06 Bauru;242,29;262,57;92,28;1741281;15,08;584;524;11,45
25/02/2021;DRS 07 Campinas;563,57;767;73,48;4562125;16,81;925;754;22,68
25/02/2021;DRS 08 Franca;87,43;131;66,74;696336;18,81;132;144;-8,33
25/02/2021;DRS 09 Marília;163,57;206,43;79,24;1109670;18,6;341;280;21,79
25/02/2021;DRS 10 Piracicaba;204,43;331,14;61,74;1539600;21,51;450;416;8,17
25/02/2021;DRS 11 Presidente Prudente;99;109,43;90,47;752260;14,55;266;196;35,71
25/02/2021;DRS 12 Registro;27,86;49;56,86;278754;17,58;56;57;-1,75
25/02/2021;DRS 13 Ribeirão Preto;223,14;289;77,21;1477530;19,56;439;366;19,95
25/02/2021;DRS 14 São João da Boa Vista;92,43;136,14;67,89;809836;16,81;230;180;27,78
25/02/2021;DRS 15 São José do Rio Preto;287,43;398,71;72,09;1570421;25,39;548;489;12,07
25/02/2021;DRS 16 Sorocaba;235,29;321,29;73,23;2461760;13,05;493;425;16
25/02/2021;DRS 17 Taubaté;291,86;493,71;59,12;2489629;19,83;536;560;-4,29
25/02/2021;Estado de São Paulo;6448,43;9157,29;70,42;44639899;20,51;12153;10368;17,22
26/02/2021;DRS 01 Grande São Paulo;3503,14;4890,71;71,63;21138247;23,14;6256;5202;20,26
26/02/2021;DRS 02 Araçatuba;76,14;121,57;62,63;764041;15,91;179;113;58,41
26/02/2021;DRS 03 Araraquara;152,29;168,71;90,27;991435;17,02;378;418;-9,57
26/02/2021;DRS 04 Baixada Santista;176,29;394,14;44,73;1831884;21,52;310;237;30,8
26/02/2021;DRS 05 Barretos;80,57;103;78,22;425090;24,23;170;160;6,25
26/02/2021;DRS 06 Bauru;243,86;262,29;92,97;1741281;15,06;600;527;13,85
26/02/2021;DRS 07 Campinas;573,57;771,57;74,34;4562125;16,91;933;790;18,1
26/02/2021;DRS 08 Franca;86,14;132,43;65,05;696336;19,02;133;142;-6,34
26/02/2021;DRS 09 Marília;164,29;207,57;79,15;1109670;18,71;340;284;19,72
26/02/2021;DRS 10 Piracicaba;205,86;335;61,45;1539600;21,76;455;426;6,81
26/02/2021;DRS 11 Presidente Prudente;99,86;110,29;90,54;752260;14,66;267;206;29,61
26/02/2021;DRS 12 Registro;27;49;55,1;278754;17,58;61;56;8,93
26/02/2021;DRS 13 Ribeirão Preto;226,86;290,57;78,07;1477530;19,67;451;368;22,55
26/02/2021;DRS 14 São João da Boa Vista;94,43;136,29;69,29;809836;16,83;229;192;19,27
26/02/2021;DRS 15 São José do Rio Preto;294,71;398,71;73,92;1570421;25,39;585;492;18,9
26/02/2021;DRS 16 Sorocaba;237,29;321,43;73,82;2461760;13,06;515;430;19,77
26/02/2021;DRS 17 Taubaté;290,86;495,57;58,69;2489629;19,91;551;542;1,66
26/02/2021;Estado de São Paulo;6533,14;9188,86;71,1;44639899;20,58;12413;10585;17,27
27/02/2021;DRS 01 Grande São Paulo;3567,57;4895,43;72,88;21138247;23,16;6398;5345;19,7
27/02/2021;DRS 02 Araçatuba;78,71;121;65,05;764041;15,84;180;114;57,89
27/02/2021;DRS 03 Araraquara;155;171,14;90,57;991435;17,26;395;424;-6,84
27/02/2021;DRS 04 Baixada Santista;183,71;394;46,63;1831884;21,51;344;233;47,64
27/02/2021;DRS 05 Barretos;81,57;104;78,43;425090;24,47;179;148;20,95
27/02/2021;DRS 06 Bauru;246,29;262,71;93,75;1741281;15,09;592;542;9,23
27/02/2021;DRS 07 Campinas;584,14;777,43;75,14;4562125;17,04;979;797;22,84
27/02/2021;DRS 08 Franca;85,57;132,71;64,48;696336;19,06;132;135;-2,22
27/02/2021;DRS 09 Marília;165,43;208,14;79,48;1109670;18,76;351;293;19,8
27/02/2021;DRS 10 Piracicaba;207;338,71;61,11;1539600;22;465;435;6,9
27/02/2021;DRS 11 Presidente Prudente;100,14;111;90,22;752260;14,76;268;209;28,23
27/02/2021;DRS 12 Registro;26,57;49;54,22;278754;17,58;61;60;1,67
27/02/2021;DRS 13 Ribeirão Preto;229,71;291,86;78,71;1477530;19,75;449;386;16,32
27/02/2021;DRS 14 São João da Boa Vista;95,14;136,14;69,88;809836;16,81;243;193;25,91
27/02/2021;DRS 15 São José do Rio Preto;301,86;399,43;75,57;1570421;25,43;617;493;25,15
27/02/2021;DRS 16 Sorocaba;242,43;321,86;75,32;2461760;13,07;546;437;24,94
27/02/2021;DRS 17 Taubaté;290,14;497,57;58,31;2489629;19,99;542;542;0
27/02/2021;Estado de São Paulo;6641;9212,14;72,09;44639899;20,64;12741;10786;18,13
28/02/2021;DRS 01 Grande São Paulo;3643,14;4904,29;74,28;21138247;23,2;6561;5490;19,51
28/02/2021;DRS 02 Araçatuba;80,29;120,86;66,43;764041;15,82;180;123;46,34
28/02/2021;DRS 03 Araraquara;157,43;172,14;91,45;991435;17,36;409;419;-2,39
28/02/2021;DRS 04 Baixada Santista;189,14;397,29;47,61;1831884;21,69;352;235;49,79
28/02/2021;DRS 05 Barretos;83;105;79,05;425090;24,7;183;149;22,82
28/02/2021;DRS 06 Bauru;250,71;265;94,61;1741281;15,22;593;551;7,62
28/02/2021;DRS 07 Campinas;598,43;785,71;76,16;4562125;17,22;1002;836;19,86
28/02/2021;DRS 08 Franca;85,29;132,43;64,4;696336;19,02;128;125;2,4
28/02/2021;DRS 09 Marília;166;208,29;79,7;1109670;18,77;337;315;6,98
28/02/2021;DRS 10 Piracicaba;215,14;342,71;62,78;1539600;22,26;479;438;9,36
28/02/2021;DRS 11 Presidente Prudente;102;111,86;91,19;752260;14,87;269;220;22,27
28/02/2021;DRS 12 Registro;26,14;49;53,35;278754;17,58;57;64;-10,94
28/02/2021;DRS 13 Ribeirão Preto;233;293,14;79,48;1477530;19,84;454;376;20,74
28/02/2021;DRS 14 São João da Boa Vista;95,71;135,71;70,53;809836;16,76;250;194;28,87
28/02/2021;DRS 15 São José do Rio Preto;311,86;400,29;77,91;1570421;25,49;629;495;27,07
28/02/2021;DRS 16 Sorocaba;246,14;323;76,2;2461760;13,12;542;445;21,8
28/02/2021;DRS 17 Taubaté;289,14;498,86;57,96;2489629;20,04;553;532;3,95
28/02/2021;Estado de São Paulo;6772,57;9245,57;73,25;44639899;20,71;12978;11007;17,91
01/03/2021;DRS 01 Grande São Paulo;3713,43;4915,57;75,54;21138247;23,25;6830;5569;22,64
01/03/2021;DRS 02 Araçatuba;81,29;121,29;67,02;764041;15,87;202;120;68,33
01/03/2021;DRS 03 Araraquara;160,29;175;91,59;991435;17,65;405;409;-0,98
01/03/2021;DRS 04 Baixada Santista;192,57;399,71;48,18;1831884;21,82;354;251;41,04
01/03/2021;DRS 05 Barretos;84,14;106;79,38;425090;24,94;184;149;23,49
01/03/2021;DRS 06 Bauru;254,86;267;95,45;1741281;15,33;582;563;3,37
01/03/2021;DRS 07 Campinas;614,14;795;77,25;4562125;17,43;1003;872;15,02
01/03/2021;DRS 08 Franca;85,14;132,57;64,22;696336;19,04;118;127;-7,09
01/03/2021;DRS 09 Marília;166,71;208,43;79,98;1109670;18,78;339;329;3,04
01/03/2021;DRS 10 Piracicaba;220,86;345;64,02;1539600;22,41;488;443;10,16
01/03/2021;DRS 11 Presidente Prudente;102,43;112,86;90,76;752260;15;274;239;14,64
01/03/2021;DRS 12 Registro;26,14;49;53,35;278754;17,58;47;68;-30,88
01/03/2021;DRS 13 Ribeirão Preto;235,29;293,29;80,22;1477530;19,85;464;384;20,83
01/03/2021;DRS 14 São João da Boa Vista;96,29;135,14;71,25;809836;16,69;251;210;19,52
01/03/2021;DRS 15 São José do Rio Preto;319,86;401,29;79,71;1570421;25,55;664;485;36,91
01/03/2021;DRS 16 Sorocaba;253;324,43;77,98;2461760;13,18;563;446;26,23
01/03/2021;DRS 17 Taubaté;290,29;502;57,83;2489629;20,16;560;534;4,87
01/03/2021;Estado de São Paulo;6896,71;9283,57;74,29;44639899;20,8;13328;11198;19,02
02/03/2021;DRS 01 Grande São Paulo;3796,57;4949,29;76,71;21138247;23,41;7139;5802;23,04
02/03/2021;DRS 02 Araçatuba;83,14;121,86;68,23;764041;15,95;192;136;41,18
02/03/2021;DRS 03 Araraquara;163;176,71;92,24;991435;17,82;409;403;1,49
02/03/2021;DRS 04 Baixada Santista;196,14;401,57;48,84;1831884;21,92;357;257;38,91
02/03/2021;DRS 05 Barretos;84,86;105,43;80,49;425090;24,8;191;140;36,43
02/03/2021;DRS 06 Bauru;258;269,29;95,81;1741281;15,47;593;570;4,04
02/03/2021;DRS 07 Campinas;628;802,29;78,28;4562125;17,59;1052;887;18,6
02/03/2021;DRS 08 Franca;84,14;132,71;63,4;696336;19,06;123;129;-4,65
02/03/2021;DRS 09 Marília;168,14;208,57;80,62;1109670;18,8;346;339;2,06
02/03/2021;DRS 10 Piracicaba;230,71;349,57;66;1539600;22,71;499;453;10,15
02/03/2021;DRS 11 Presidente Prudente;103;114;90,35;752260;15,15;271;239;13,39
02/03/2021;DRS 12 Registro;25,86;49;52,78;278754;17,58;40;68;-41,18
02/03/2021;DRS 13 Ribeirão Preto;239,14;294;81,34;1477530;19,9;469;389;20,57
02/03/2021;DRS 14 São João da Boa Vista;96,57;134,86;71,61;809836;16,65;262;211;24,17
02/03/2021;DRS 15 São José do Rio Preto;328,29;402,43;81,58;1570421;25,63;667;490;36,12
02/03/2021;DRS 16 Sorocaba;256,71;326,14;78,71;2461760;13,25;576;458;25,76
02/03/2021;DRS 17 Taubaté;290,71;502,71;57,83;2489629;20,19;586;537;9,12
02/03/2021;Estado de São Paulo;7033;9340,43;75,3;44639899;20,92;13772;11508;19,67
03/03/2021;DRS 01 Grande São Paulo;3894,57;4999,29;77,9;21138247;23,65;7336;6010;22,06
03/03/2021;DRS 02 Araçatuba;84;121,29;69,26;764041;15,87;195;151;29,14
03/03/2021;DRS 03 Araraquara;165;178,57;92,4;991435;18,01;391;431;-9,28
03/03/2021;DRS 04 Baixada Santista;200,14;405,71;49,33;1831884;22,15;344;292;17,81
03/03/2021;DRS 05 Barretos;85;104,86;81,06;425090;24,67;187;157;19,11
03/03/2021;DRS 06 Bauru;260,71;272,29;95,75;1741281;15,64;598;578;3,46
03/03/2021;DRS 07 Campinas;642,43;809,29;79,38;4562125;17,74;1075;891;20,65
03/03/2021;DRS 08 Franca;83,43;133;62,73;696336;19,1;125;130;-3,85
03/03/2021;DRS 09 Marília;170,29;208,71;81,59;1109670;18,81;359;338;6,21
03/03/2021;DRS 10 Piracicaba;237,86;350,71;67,82;1539600;22,78;532;460;15,65
03/03/2021;DRS 11 Presidente Prudente;104,43;114,86;90,92;752260;15,27;280;256;9,38
03/03/2021;DRS 12 Registro;25,71;49;52,47;278754;17,58;42;65;-35,38
03/03/2021;DRS 13 Ribeirão Preto;242;294,43;82,19;1477530;19,93;467;414;12,8
03/03/2021;DRS 14 São João da Boa Vista;97,86;134,57;72,72;809836;16,62;280;219;27,85
03/03/2021;DRS 15 São José do Rio Preto;337,86;403,43;83,75;1570421;25,69;670;523;28,11
03/03/2021;DRS 16 Sorocaba;259,71;327,57;79,28;2461760;13,31;579;477;21,38
03/03/2021;DRS 17 Taubaté;290,43;504,14;57,61;2489629;20,25;585;534;9,55
03/03/2021;Estado de São Paulo;7181,43;9411,71;76,3;44639899;21,08;14045;11926;17,77
04/03/2021;DRS 01 Grande São Paulo;4000,57;5061,14;79,04;21138247;23,94;7614;6127;24,27
04/03/2021;DRS 02 Araçatuba;84,29;122;69,09;764041;15,97;198;162;22,22
04/03/2021;DRS 03 Araraquara;166,29;179,57;92,6;991435;18,11;408;403;1,24
04/03/2021;DRS 04 Baixada Santista;209;407,86;51,24;1831884;22,26;388;300;29,33
04/03/2021;DRS 05 Barretos;85,43;104,29;81,92;425090;24,53;187;161;16,15
04/03/2021;DRS 06 Bauru;261,71;273;95,86;1741281;15,68;598;584;2,4
04/03/2021;DRS 07 Campinas;661,57;819;80,78;4562125;17,95;1089;925;17,73
04/03/2021;DRS 08 Franca;83;133,29;62,27;696336;19,14;124;132;-6,06
04/03/2021;DRS 09 Marília;173,14;209;82,84;1109670;18,83;358;341;4,99
04/03/2021;DRS 10 Piracicaba;245,71;351,57;69,89;1539600;22,84;550;450;22,22
04/03/2021;DRS 11 Presidente Prudente;105,57;115,43;91,46;752260;15,34;283;266;6,39
04/03/2021;DRS 12 Registro;26,29;49;53,65;278754;17,58;47;56;-16,07
04/03/2021;DRS 13 Ribeirão Preto;244,43;294,71;82,94;1477530;19,95;473;439;7,74
04/03/2021;DRS 14 São João da Boa Vista;100,29;134,71;74,45;809836;16,63;282;230;22,61
04/03/2021;DRS 15 São José do Rio Preto;343,43;404,57;84,89;1570421;25,76;675;548;23,18
04/03/2021;DRS 16 Sorocaba;263,71;329,14;80,12;2461760;13,37;582;493;18,05
04/03/2021;DRS 17 Taubaté;293;506,14;57,89;2489629;20,33;599;536;11,75
04/03/2021;Estado de São Paulo;7347,43;9494,43;77,39;44639899;21,27;14455;12153;18,94
05/03/2021;DRS 01 Grande São Paulo;4117,71;5142,71;80,07;21138247;24,33;7929;6256;26,74
05/03/2021;DRS 02 Araçatuba;84,86;122,71;69,15;764041;16,06;205;179;14,53
05/03/2021;DRS 03 Araraquara;168,71;180,86;93,28;991435;18,24;423;378;11,9
05/03/2021;DRS 04 Baixada Santista;218,86;410,57;53,31;1831884;22,41;417;310;34,52
05/03/2021;DRS 05 Barretos;86,71;103,57;83,72;425090;24,36;189;170;11,18
05/03/2021;DRS 06 Bauru;263,71;275;95,89;1741281;15,79;629;600;4,83
05/03/2021;DRS 07 Campinas;680,57;831;81,9;4562125;18,22;1126;933;20,69
05/03/2021;DRS 08 Franca;82,29;132,71;62,01;696336;19,06;121;133;-9,02
05/03/2021;DRS 09 Marília;176,29;209,14;84,29;1109670;18,85;378;340;11,18
